host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count
153310426,0,,,0,1
18316624,0,,,0,2
106954113,0,,,0,3
17740218,2,1,0.57,0,1
195045351,1,1,,0,3
150872088,0,,,0,2
47231131,3,0,0.22,0,1
269535834,0,,,0,2
339410931,0,,,0,5
193390,1,1,1,1,3
275553454,0,,,0,12
234863146,0,1,0.97,1,1
9669888,0,,,0,1
106350485,0,,,0,1
2960232,0,,,0,2
3143344,0,1,0.5,1,2
244137067,3,0,0,0,1
3939706,2,0.75,0.5,0,1
28575618,0,0.9,0.63,0,11
264127099,0,1,1,0,1
64572033,0,,,0,3
276658096,0,,,0,1
9010593,0,1,0.2,0,2
244808444,0,,,0,2
40941349,0,,,0,4
227514666,0,,,0,3
101266663,1,1,0.4,1,2
15564576,0,1,1,0,2
454338522,2,0.5,0.98,0,3
228979070,0,,,0,5
78531731,0,,,0,6
303366677,0,,,0,2
55223991,0,,,0,1
91002528,0,,,0,1
344837444,0,,,0,1
34327235,0,,,0,1
89542968,0,1,,0,4
43552911,0,,,0,1
11762024,1,1,0.89,1,2
127055761,0,,,0,3
246785684,2,1,,0,1
305999149,1,1,1,0,2
273422927,0,,,0,6
241376800,0,,,0,1
234863088,0,,,0,4
126283589,1,1,1,0,2
308859223,0,,,0,1
230864,1,1,1,1,13
4444403,0,,,0,2
278587476,0,,,0,4
56060537,1,1,1,0,2
48100558,0,1,1,1,3
412095457,0,1,0.99,1,1
313647932,0,,,0,4
313837701,0,,,0,1
258073377,0,,1,0,19
201791187,0,,,0,7
17930160,0,,,0,2
19410916,0,,,0,1
408082781,0,1,0.99,1,5
74398610,0,1,1,0,5
1462217,0,1,1,1,3
104729523,0,,,0,1
16287167,0,,,0,1
246096392,0,,,0,2
278008181,0,,,0,6
53316853,1,1,1,0,2
274425155,0,,,0,1
208045468,0,,,0,1
211344222,3,0,1,0,1
4644571,0,,,0,2
31119126,0,,,0,1
8884550,0,,,0,4
3404824,0,1,0.6,0,5
47866093,0,1,0.87,1,5
287851013,0,,0.6,1,2
82375774,0,,,0,1
21173689,0,,,0,2
356257009,0,,,0,9
44206880,0,,,0,1
18701343,0,,,0,2
94797216,0,1,1,0,1
37934925,0,,,0,1
293255487,0,,,0,1
66614713,0,1,1,0,1
44287889,0,,0.5,0,2
48390107,0,1,0.99,1,11
53658021,0,,0.5,0,26
318105286,1,1,0.79,1,1
430420118,0,1,0.99,0,17
4363322,0,1,1,0,3
5983063,0,1,0.99,1,9
419914395,0,,,0,1
25174468,0,1,1,0,2
296903155,0,,,0,1
46455106,0,1,0.64,1,1
103479371,2,1,0.94,1,1
258596377,0,,,0,1
2989082,0,1,0.86,0,21
418068564,0,,,0,2
15452760,1,1,0.5,0,8
208366548,0,1,1,1,15
93989,0,1,0.97,0,1
64817835,0,,1,0,5
455718136,0,,1,0,1
117008334,0,,,0,1
5791742,2,1,0.5,0,2
76007257,0,,,0,2
3383426,0,,,0,2
158713162,0,1,1,0,3
275440424,0,0.8,0.74,1,8
88914593,0,,,0,24
47393332,2,0.5,1,0,4
383395738,0,,,0,1
5309449,0,1,1,1,1
4391378,0,,,0,2
385891356,0,,,0,1
89782025,2,1,1,0,5
482444358,0,,,0,41
235105213,0,,,0,1
497308369,0,1,0.97,0,4
225231640,0,1,1,0,3
24734495,0,,0,0,1
27555757,1,1,1,1,6
388361284,2,0.67,0.33,0,2
62044794,3,0,0,0,1
391725556,0,,1,0,7
157859423,0,,,0,1
9635195,0,1,0.98,1,1
206011749,1,1,0.75,0,5
6867419,0,1,1,0,10
391603947,0,,,0,2
161012667,0,,,0,1
10596275,0,1,0.98,1,10
286580648,0,,,0,2
47072739,0,,,0,1
12027183,0,,0,0,3
9376474,0,1,1,1,2
11123923,0,,0.79,0,1
21812739,0,,,0,2
398095840,0,,,0,1
216498031,0,,1,1,4
41876308,0,,,0,2
9151502,1,1,0.7,0,2
17361448,0,,,0,2
3929794,0,1,0.97,1,4
400985973,0,,,0,3
13618808,1,1,0.75,0,1
2205886,0,,0,0,15
7570560,0,,,0,3
15795848,1,1,0,0,2
127092611,0,,0.82,1,1
406817979,0,,,0,1
16220392,0,1,0.81,1,5
42730048,0,1,1,1,1
32694300,0,1,1,0,4
76149838,0,,,0,5
299035083,0,,,0,2
404177545,0,,,0,54
259107269,2,1,0,0,2
3831954,0,1,1,1,2
3082875,0,1,0.99,1,2
120650564,0,1,1,0,1
462399341,0,1,0.94,0,1
68769832,0,,0,0,4
4642924,0,1,1,0,3
6005593,1,1,0.85,0,1
79286910,0,0.95,0.99,0,1
462252009,0,1,0.98,0,2
275063468,0,,,0,5
348674685,0,1,0.8,1,3
90270381,0,,,0,1
412269286,2,0.8,1,1,3
431522147,0,,,0,2
87135275,0,1,0.98,0,8
123578430,1,1,1,0,4
345699453,0,1,0.94,1,2
9696855,2,0.7,0.89,0,7
44704141,2,1,0.4,0,1
137546448,1,1,0.89,0,2
132232245,0,,0,0,1
242992837,3,0.33,0,0,30
178113872,0,,,0,4
9197998,0,1,0.98,1,9
4599472,2,0.67,1,0,1
119658849,0,1,0.95,1,2
76626478,0,,,0,1
87324200,0,,,0,1
71382509,0,,,0,2
12584968,1,0.9,1,0,2
8835819,1,1,1,0,1
1258111,0,1,1,1,6
1636083,1,1,,0,1
297544707,0,1,1,0,13
1448335,0,,,0,5
1911922,0,,,0,1
196856786,0,,,0,2
6585868,2,0.75,0,0,1
1215949,2,1,0.48,1,10
1228396,0,,,0,1
99825013,0,,,0,1
53566395,2,0.83,0.99,1,3
149094278,0,1,0.97,1,1
336226112,0,,0.83,0,3
21337207,0,,,0,2
339232406,0,1,,0,1
9618892,0,1,0.96,1,1
230979131,0,1,1,0,2
72147824,0,1,0.99,0,2
155969145,0,1,1,1,3
4692727,0,1,1,1,2
287022410,0,0.97,0.98,0,59
122597869,1,1,1,1,5
25010806,0,0.99,1,1,5
42867028,0,1,1,1,1
30283594,0,1,0.95,0,857
63551487,0,,,0,9
344030642,0,,0.79,0,2
446082920,0,1,0.91,0,7
84165483,0,1,1,1,8
4349699,0,,0,0,11
21258685,1,1,,0,5
99397355,0,1,0.92,1,11
437300997,0,0.92,1,0,7
420900112,0,,0.7,0,5
3685144,0,,,0,1
530199,0,1,0.93,1,2
313388991,0,1,0.98,1,2
9619480,0,,,0,1
41118728,2,1,1,0,1
147908561,0,,,0,1
870087,0,1,0.54,1,3
299073616,0,,0,0,4
149330194,0,,,0,1
24910758,0,1,0.97,0,7
335352,0,1,1,1,3
104083325,0,,,0,1
72014870,0,1,0.86,1,1
6386233,0,1,0.88,0,5
39478458,0,1,1,1,1
10796863,0,0.98,1,1,4
11277036,2,0.5,,0,2
468699346,0,1,1,1,1
9341333,0,1,0.99,1,2
82502546,0,1,1,1,2
200397858,0,1,0.93,0,2
480655120,0,1,0.99,1,2
402408304,0,,,0,2
62702617,0,1,1,0,3
11701874,0,0.98,0.94,0,16
6993638,0,1,0.92,0,12
55356736,0,1,0.87,1,1
124321556,0,,,0,1
2038370,0,1,0.98,1,2
261437181,0,1,1,0,1
27324042,0,0.86,0.78,0,44
460655809,0,0.83,0.82,0,43
431235811,0,0.97,1,1,21
287666921,0,1,1,0,3
278975789,0,,,0,2
408443812,0,1,0.48,0,9
273587855,0,,1,0,3
69561773,0,1,,0,2
171633202,2,0.5,0.15,0,1
55326697,2,1,0.96,1,1
115366743,0,1,0.91,1,9
339922225,0,0.98,0.94,0,31
271600069,0,1,0.91,0,4
7338347,0,,,0,1
6424835,0,,,0,1
369449320,0,,,0,3
188902288,1,1,0.78,1,1
423037086,0,1,0.96,0,19
162166377,0,1,0.96,0,7
319764650,0,,,0,3
29947900,2,1,0.33,1,2
202565373,2,0.63,0.8,0,2
436445965,0,1,0.22,0,3
5704561,1,1,0.85,1,2
4337610,0,1,1,0,2
6136641,0,,,0,3
98647265,0,1,0.99,0,21
441625723,1,0.9,0.91,1,3
277967591,0,1,1,0,2
130447706,0,1,0.99,1,1
33924990,0,1,0.95,1,8
23393324,1,1,0.71,0,1
10701880,0,1,0.8,0,1
229575396,0,1,0.99,1,1
51000697,2,0.86,0.5,0,1
75413038,0,,,0,1
306070209,0,1,0.9,0,2
107403083,0,1,1,0,1
28059090,1,1,,0,1
45225273,0,0.92,1,0,27
20913059,0,,,0,1
27505153,0,,,0,4
65683816,0,1,0.88,1,5
225619894,0,1,1,1,3
319641802,1,1,0.96,0,3
71724672,2,0.92,0.83,1,4
33933742,1,0.92,0.89,0,6
61306932,0,1,1,1,2
15475053,0,1,0.98,1,2
27283589,0,,1,0,1
252702247,2,0.6,0,0,4
486187,0,1,0.85,1,3
18695280,0,,,0,3
469823939,0,1,1,1,1
218697119,0,1,0.97,1,1
435374440,0,,1,1,3
68312320,0,1,0.99,1,1
63240261,0,0.96,0.98,1,8
431892493,0,0.99,1,0,55
487720389,0,,,0,2
178726454,2,1,0,0,1
338905375,2,0.5,0.95,0,3
36736435,2,1,0,0,1
1483955,2,1,0.86,0,1
265419824,0,1,0.86,0,2
9745293,0,,,0,1
92733647,0,,0,0,1
401259161,0,1,1,1,1
46242870,0,1,1,0,1
494199608,0,1,1,0,1
6863202,0,1,1,1,4
9397955,1,1,0.8,0,2
1024414,1,1,1,1,3
163325846,2,0.67,,0,3
49534390,0,1,1,1,5
292654885,0,1,0.96,0,4
423563133,0,1,0.96,1,7
279244450,0,1,0.75,0,6
129911,0,,,0,2
14660805,0,1,0.92,1,3
149411663,0,1,0.81,1,19
486255697,0,0.93,0.9,0,2
36744431,1,0.83,0.9,1,2
41001859,0,1,0.99,1,2
434681639,1,0.9,0.75,1,6
449784055,0,,,0,1
3251597,1,1,0.94,0,1
3879258,0,1,0.98,1,2
236926,0,1,1,1,1
501114829,0,1,1,0,1
69743716,0,1,1,1,2
431927709,0,1,0.86,0,4
1614693,0,,0.5,0,8
348044189,0,1,1,1,5
6627058,0,,,0,1
491478483,0,1,1,0,1
26704910,0,1,0.93,0,3
5644575,0,0.97,1,1,1
193528089,0,1,1,1,2
423474335,0,1,1,1,1
75052,0,,,0,2
2782787,0,,0.92,1,2
5175516,0,,0.79,1,3
18902107,0,,1,0,1
64927980,2,1,1,1,4
2335288,0,,,0,1
46330740,0,,,0,1
10871024,0,,,0,2
9273039,0,1,0.86,1,1
97185458,0,,1,0,1
266405035,0,1,1,1,3
56504568,0,1,0.98,1,4
215124650,0,1,0.99,0,4
237845983,0,1,0.94,0,8
57668092,1,1,1,0,2
237257714,0,1,0.99,0,3
63940925,0,,,0,2
119194456,0,,0.67,0,1
294812,1,0.9,0.88,0,23
482804888,1,1,1,0,2
418009398,0,1,0.99,1,2
493375935,1,1,1,0,1
477143724,0,1,0.99,0,4
24563876,0,,,0,1
48713405,0,,1,0,1
196443625,2,1,0.9,0,2
58494722,0,1,0.98,1,8
378465775,0,1,0.97,0,9
7449463,0,,0,0,3
35422043,0,,,0,2
46567942,0,1,1,0,39
183396380,0,,1,0,1
9430915,0,,,0,1
23750651,0,1,1,1,1
8664474,0,1,0.83,1,5
394727621,0,1,1,0,5
226236146,0,1,1,0,9
2126106,0,,,0,1
294770250,0,1,1,1,4
22491481,2,1,0.93,0,2
637363,1,1,0.96,1,4
16216778,0,1,1,0,1
58375183,3,0,0,0,1
36101342,0,,,0,1
10784125,0,1,0.96,1,1
435085752,0,1,0.99,1,1
14950264,0,1,0.96,0,1
59617328,0,,0.67,0,2
69990225,0,,,0,5
210591861,0,,,0,2
212707702,0,1,1,1,4
25438437,1,1,1,0,1
113486121,0,1,0.98,1,1
150947922,0,1,1,1,3
83579767,0,,,0,2
237719830,0,0.9,0.96,1,3
10115944,0,1,0.97,1,2
490541747,0,0.79,0.78,0,4
5122857,0,1,1,1,1
34736193,0,1,1,1,1
1806881,0,,,0,1
247528472,1,1,0.88,1,1
17522722,0,1,1,1,5
9614255,0,1,1,1,1
118616245,0,1,1,0,4
406970723,2,1,,0,2
502557531,0,1,,0,1
3985542,1,1,1,1,4
43436146,0,,,0,3
10685425,0,,1,1,3
46566194,2,0.61,0.68,0,2
48104557,1,1,0.69,0,2
75604104,0,,,0,1
2488843,1,1,0.83,1,47
290177147,0,0.9,0.99,0,90
295744253,0,0.93,1,0,3
390570645,0,1,1,0,8
22659227,1,1,0.78,1,1
20590638,0,,,0,2
38603761,0,1,0.43,0,4
360381825,0,1,0.71,0,4
1382401,0,1,,0,3
67684839,0,1,0.98,0,9
119688492,0,0.83,1,0,21
443940119,0,1,1,1,4
46282356,2,1,1,1,1
474070864,0,0.89,1,0,7
222255675,0,1,0.83,1,3
261782136,0,1,1,1,1
13539960,1,1,,0,2
443463330,0,1,,0,4
1257011,1,1,0.93,1,3
369150515,0,,,0,1
15282833,0,,1,0,3
423744462,0,1,0.99,1,3
10414997,0,,,0,2
162276258,0,1,1,1,1
386121897,3,0,,0,1
48359480,1,1,0.75,1,1
23944999,0,,,0,1
11829443,1,1,0.43,0,1
11542930,0,,,0,3
13874017,0,,,0,1
60535869,0,1,1,1,3
43629934,0,,,0,1
489869893,0,1,1,0,1
393944790,0,1,0.98,1,21
51076156,0,1,1,0,3
163180872,0,,,0,1
151705764,0,1,0.98,1,1
271444981,0,1,0.99,0,39
101140642,0,1,0.99,1,4
156345552,0,1,1,0,1
144492341,0,1,1,0,4
432082375,2,0.67,1,0,7
168820278,0,1,1,0,4
417896219,0,0.93,0.97,1,2
237272745,0,,,0,1
10607493,0,1,0.8,0,2
31680786,2,1,0.67,0,1
3504928,0,,,0,1
9838127,0,1,0.5,1,9
1939249,0,,,0,1
371701706,0,1,1,0,1
216496246,2,0.6,0.5,0,1
71709034,0,1,0.77,1,7
283803870,1,1,0.78,0,5
32808026,1,1,1,1,1
186164982,0,1,0.83,0,1
269490061,0,1,1,0,4
497849589,0,0.96,1,0,5
42483779,0,,,0,1
14936591,0,,,0,2
5378411,0,,,0,1
16436712,0,,,0,3
2762016,2,1,0.33,0,3
46514741,0,,1,0,6
403087707,0,0.9,0.97,0,4
3434084,0,,,0,4
1762495,0,,,0,2
427294642,2,1,0.78,0,4
8814647,0,1,,0,3
949504,0,1,1,0,1
9891361,0,,1,1,3
24798072,0,0.8,1,1,1
58912683,0,,,0,1
32380892,0,,,0,1
67895225,2,0.86,0.7,0,15
11187502,0,,,0,1
221742986,1,1,0.9,1,1
80936887,0,,,0,2
298841502,0,0.93,1,0,10
7331906,0,1,0.97,1,2
11737735,0,,,0,1
247788723,0,,1,0,5
32102410,0,1,1,0,2
11619,0,1,0.73,0,30
421621932,1,1,0.82,0,1
29643876,0,,,0,2
32479042,0,1,0.99,1,3
183245497,3,0,,0,2
16509619,0,,,0,1
90154348,1,1,0.82,1,18
4501234,1,1,1,0,3
2365053,0,1,1,1,2
10998487,0,,1,0,2
82597443,0,1,,0,2
487321923,0,1,1,0,5
20622305,0,,,0,1
483628311,1,1,,0,1
18101163,0,,,0,1
2024555,0,1,0.5,0,4
21010237,0,,,0,2
21964350,0,,,0,2
7528751,0,1,0.9,0,1
24801133,0,,,0,1
11820504,0,1,1,0,10
337480600,0,1,1,0,2
17054442,0,,,0,1
77108046,0,,,0,1
80783334,0,,,0,1
239094903,0,1,1,1,4
10363959,1,0.86,1,0,7
395067481,0,1,1,1,3
7168379,1,1,0.71,1,1
352944996,0,,,0,1
1991709,0,,,0,2
20317753,0,,,0,1
181144406,0,,1,0,2
4317352,0,,,0,4
22139044,0,1,0.67,0,4
459480959,0,,1,0,3
12831142,0,1,1,1,6
30078208,0,0.9,1,0,3
262298948,0,1,1,0,11
100558550,0,,,0,3
472387472,0,1,1,0,1
12630342,0,,1,0,24
217497157,0,1,0.95,1,5
157720309,0,1,0,0,6
237076723,0,1,0.99,0,1
40621084,0,0.9,0.96,0,1
4367713,0,1,1,1,5
59496697,0,,,0,2
94995995,0,1,0.99,0,2
9878508,0,1,1,0,3
26563962,0,1,1,1,2
61077133,0,,,0,2
6573915,0,,,0,1
72784450,0,,,0,1
489117045,0,1,1,0,1
246114650,0,,,0,2
478638653,0,,,0,1
177546605,0,1,1,0,2
460378278,0,1,1,1,4
56112835,0,,,0,5
28661954,0,,,0,7
311174677,0,1,1,0,2
13838381,0,,,0,1
1180987,0,1,1,1,5
109647423,0,1,1,1,1
442557489,0,1,1,1,8
38028046,0,1,1,1,3
8366077,0,0.98,0.95,1,18
23193380,0,1,0.96,0,1
258832201,0,1,1,0,1
74371417,0,1,1,0,1
156662467,0,1,0.99,1,1
409725522,0,,,0,1
116606683,0,1,1,0,1
61600945,0,,0,0,4
109681446,0,1,0.99,0,6
270188060,0,,1,0,5
468391507,1,1,0.5,0,3
399105764,0,,1,0,1
393829,0,,0.64,0,3
48011452,1,1,0.93,0,4
1419743,1,1,0.57,0,2
214304047,0,1,0.95,1,3
213959518,0,0.99,1,0,18
1317322,0,1,1,1,5
163030906,0,1,1,1,2
1667870,0,1,1,1,4
493643440,0,1,1,0,1
485228413,0,,,0,1
41403517,0,1,0.95,0,1
160486842,0,1,0.6,0,1
137108178,0,1,0.99,1,1
218117410,0,1,0.83,1,2
258254317,0,0.67,1,0,1
263032583,0,1,1,1,2
90659373,0,1,0.97,0,2
72181155,0,1,1,1,3
443907635,0,1,1,1,1
461327393,0,1,0.95,1,1
222925245,1,1,1,1,1
550047,0,1,1,0,2
483892114,0,1,0.99,1,3
465404913,0,0.96,1,0,7
137613270,0,1,0.99,1,4
416904097,0,,0,0,2
13245574,0,,0.83,0,6
36307205,0,,1,0,1
55028256,0,1,1,1,2
104572366,0,1,1,1,1
32380257,0,1,0.5,0,5
295178267,0,1,0.94,1,4
231648930,0,,0,0,3
258288846,1,1,0.86,0,1
402429592,0,1,0.89,0,2
100677219,0,,,0,1
127250950,0,0.95,0.99,1,15
90330444,2,1,0.68,0,2
74907078,1,1,0.94,1,2
74887884,0,1,0.97,1,2
119674643,0,1,1,1,1
144149305,0,,,0,1
261834146,0,1,1,0,4
409029065,0,1,0.98,0,1
11212861,0,1,1,1,2
24601956,0,1,0.99,0,11
39283531,0,1,0.91,1,7
52038450,1,1,1,1,2
82184862,0,1,1,0,1
246641432,1,1,1,0,1
483100938,0,1,1,0,1
24942595,0,,,0,7
381441,0,,0,0,2
445713054,0,0.98,0.94,0,39
397299972,0,1,0.95,1,1
413189869,0,,,0,5
30934651,0,1,0.98,1,4
442170431,0,0.79,0.87,0,3
135073486,0,1,0.8,1,1
104930906,0,,1,0,2
431215663,0,1,1,0,1
63155366,0,1,1,1,1
418481856,0,1,1,0,2
302629277,0,1,0.99,1,5
186457870,0,1,0.6,0,1
117228595,0,,0.94,0,1
495542602,0,1,1,0,1
455392901,0,1,1,0,5
138408212,0,1,1,0,2
56548981,0,,0.5,0,1
462397415,0,1,1,0,1
1367809,1,1,0.69,1,2
75966472,0,1,1,0,1
489315589,0,,,0,54
410450,1,1,0.99,1,1
83090683,0,,,0,2
400940964,1,1,0.97,1,2
389657,0,1,0.98,1,6
60028056,1,0.77,0.9,0,1
10031739,0,1,0.83,1,1
7356648,0,1,0.64,0,12
64974674,2,1,0.5,0,1
342540953,0,1,0.98,1,1
231168487,2,0.61,1,0,10
36208465,0,1,0.9,1,2
187113142,0,1,1,0,2
255854919,0,0.96,1,0,37
21498235,0,1,1,0,2
9370295,0,1,1,0,1
42813849,0,1,1,0,3
2157180,0,1,1,1,1
25284058,1,1,0.33,0,2
387398030,0,1,0.98,0,3
102100474,0,1,0.92,0,8
3942850,1,1,0.96,1,3
21667191,1,1,0.75,0,1
123633238,0,1,0.83,1,1
20486166,0,1,0.94,1,1
25362470,0,1,0.97,1,1
325386436,0,1,0.8,1,4
395956251,0,1,1,1,1
442499187,0,1,1,1,2
17397673,0,1,0.7,0,2
241802799,0,1,0.68,0,4
442266403,0,0.9,1,0,2
47661050,0,,,0,1
73993120,0,,1,1,1
43193176,1,1,0.33,0,12
38855433,0,1,1,1,1
456221558,0,,1,0,1
140484142,0,1,1,1,5
398233735,0,1,,0,1
426959328,0,,,0,2
9708153,0,1,1,0,3
102436353,0,1,1,0,2
10461622,0,1,1,1,2
83158851,0,,0,0,2
10767004,2,0.8,0.47,0,17
82937391,1,1,0.91,1,1
19536366,0,1,0.89,1,4
154913781,0,1,1,0,2
429562179,3,0,1,1,1
498886667,0,1,1,0,1
168213476,3,0,0,0,4
89614014,1,1,0,0,1
217648435,0,,,0,1
299786410,0,,,0,2
3344247,0,1,1,1,3
123611510,0,1,0.96,1,1
481724845,0,1,0.98,0,6
439476859,0,1,1,1,1
473398957,0,1,0.78,0,2
19863759,2,1,0.5,0,5
324445963,0,1,1,1,2
121223448,0,,,0,1
9564924,0,,1,0,1
311692323,0,0.86,1,1,4
431648941,2,0.61,0.55,0,4
16157607,0,,,0,2
301504004,0,,,0,1
51174333,0,,,0,1
450858512,0,,,0,1
6483621,0,,0,0,3
219452236,0,1,1,1,3
7503325,0,1,0.98,1,3
21374074,0,1,0.98,1,2
253143541,0,1,1,0,2
29078317,0,0.98,0.96,0,20
28398362,0,1,0.88,1,1
184534529,0,1,0.97,0,4
1525235,0,1,0.94,1,2
388981210,0,1,1,1,1
395672427,0,,,0,2583
402608985,0,,0.5,0,1
384179121,0,1,0.99,1,26
46976086,1,0.9,0.86,1,4
7001598,0,,0.54,0,1
20228818,1,1,1,1,7
3608303,0,1,0.95,1,5
30480376,0,1,1,0,4
45122047,0,,,0,3
22363,0,1,1,1,2
386124,0,1,1,1,2
36985228,0,1,0.75,0,1
156581595,0,,,0,3
185779890,0,,,0,1
471745292,2,0.8,0.88,0,3
77775544,0,1,,0,8
2244855,1,1,0.33,0,1
499244,0,0.98,0.98,0,48
481481665,0,1,0.81,1,1
337818150,0,,,0,1
3238908,0,1,1,1,4
51535387,1,1,0.8,1,1
3948350,0,,1,0,2
18776955,1,1,0,0,4
3940325,0,,,0,1
979859,0,,1,0,3
2789504,2,0.5,1,0,3
23957010,0,,,0,1
5349150,0,,,0,1
27006607,0,,,0,1
360739522,1,1,0.82,0,2
58876515,0,,,0,1
137586451,0,1,,0,2
61285851,0,,,0,2
823939,0,,,0,1
107303342,0,1,1,1,1
36090170,0,,,0,1
24737867,0,,,0,2
136388928,0,1,1,1,1
248509933,0,1,1,0,2
75132011,0,1,0.99,1,4
47195146,0,,,0,6
40725731,0,1,0.96,1,4
131300422,1,1,0,0,1
136001735,0,,,0,1
993494,0,,,0,2
395790282,0,1,1,0,1
22230169,0,,,0,1
27660294,0,,,0,6
68552904,0,,,0,3
162423177,0,,,0,2
34143530,1,1,0.97,1,1
465609047,0,1,1,0,2
104292801,0,1,1,0,3
80768655,0,,,0,1
373625101,0,,0.29,0,2
24424141,1,1,0.5,0,1
350725081,1,1,0.75,0,11
6541819,0,1,0.5,0,2
226677526,1,1,,0,4
90563632,0,,,0,3
21603394,0,,,0,3
25914155,0,,1,0,4
16717771,0,,,0,2
4254315,0,1,0.94,1,2
377594022,0,1,0.94,0,21
404541684,0,,1,0,1
267427811,0,,,0,2
76665529,0,,,0,1
277201393,0,,,0,7
11023705,0,1,1,1,4
150149339,0,,,0,2
115336396,0,0.75,1,0,2
68138635,0,,,0,2
18013376,0,1,0.94,0,1
56898703,0,,,0,1
297945497,0,,1,0,7
5422186,0,,,0,3
348745371,0,1,1,0,58
334639861,0,,,0,2
105250044,0,,,0,2
15499507,0,1,0.94,0,1
4288857,2,1,0,0,3
367595426,0,,,0,5
63923246,2,1,1,1,1
43892081,0,1,1,0,2
8893603,2,0.92,0.76,1,5
414514436,0,,,0,8
9938659,0,1,0.98,1,5
20588426,0,,,0,1
499692462,0,1,1,0,1
35030934,0,,0.27,0,1
474761537,1,0.98,0.65,0,25
21595592,0,,,0,1
220073363,0,1,0.98,1,4
237502354,0,1,1,0,2
4369948,0,,,0,3
371225847,0,,,0,5
9354641,0,1,0.74,1,6
5946462,0,1,1,0,1
27434739,0,,,0,2
415060517,0,,,0,1
13440119,0,,1,1,2
421133602,0,1,1,1,2
41312661,3,0.2,0.14,0,1
92003,0,,1,0,3
440390223,0,,0.97,1,1
56399352,1,1,0.95,1,8
1576052,0,1,1,0,3
93355186,1,1,0.85,0,1
152279636,1,1,0.92,0,12
59223061,1,1,1,1,5
1708952,0,,0.8,0,1
294383852,0,,,0,2
400205397,0,,,0,1
135556781,0,1,0.97,1,1
16208978,2,1,1,0,4
20573996,2,1,,0,3
383954505,3,0,0,0,1
1723519,0,,,0,8
5703490,1,1,0.75,0,24
238174972,2,1,0.13,0,4
4753401,0,,,0,1
5752624,0,,,0,1
1794350,0,,,0,1
6629799,0,1,0.9,1,1
492416178,0,1,1,0,2
1898220,0,,,0,1
453078526,0,1,0.41,0,4
133178689,1,1,,0,1
707428,0,,1,0,1
10438558,0,,,0,3
483329094,0,1,1,0,62
10664686,0,,,0,1
207345612,0,1,1,1,2
463373220,2,1,1,0,1
1537525,0,,1,0,2
1466397,0,,,0,1
10384816,0,,0.75,0,4
22197219,0,,,0,3
16245779,0,,,0,1
416842844,0,1,0.97,0,2
106924661,0,,,0,1
480784740,0,0.78,1,0,13
15060661,1,1,0.88,1,4
26058616,0,,,0,1
4588522,1,1,,0,1
28516762,0,,,0,2
228307712,0,,,0,1
101551890,0,1,0.97,1,1
490753011,0,,,0,1
3159197,0,,,0,2
29690834,0,,,0,3
479294317,0,1,1,1,2
8784700,0,,,0,2
7441408,0,,,0,2
1184269,0,,,0,2
417878237,0,1,1,0,25
23155968,0,,,0,2
151460628,0,,,0,1
347597823,0,1,0.96,0,1
34607930,0,,,0,4
35834391,0,,,0,1
32144738,0,,0,0,2
35339908,0,,,0,1
64696004,0,1,0.96,1,2
35526082,0,,,0,1
735296,0,,,0,3
7426511,0,,,0,4
3538212,0,,,0,1
46392060,0,,,0,2
164647543,1,1,1,0,1
12079935,0,,,0,1
4423822,0,,,0,2
5367571,2,1,0,0,2
38269913,0,,,0,1
39639621,0,,,0,2
48436529,0,,,0,1
997755,0,,,0,1
43516572,0,,,0,1
23086916,1,1,1,0,4
29653808,0,,,0,1
489736486,1,0.7,1,0,1
91744061,0,1,1,0,2
8190317,0,,,0,4
12431272,0,,,0,2
404568366,0,1,0.96,0,1
451635980,0,,0,0,1
75940564,0,,,0,5
55852994,0,,,0,1
396618043,2,0.8,0.69,0,1
464627593,0,1,1,0,1
74727578,0,,,0,1
27343875,0,,,0,4
15501072,0,,,0,4
79342700,0,,,0,1
16502077,0,,1,0,1
63166997,0,,,0,1
30658095,0,,,0,1
213592085,0,1,1,0,1
48799117,0,,,0,4
966544,1,1,1,1,1
67942733,0,,,0,3
341910215,0,,1,0,2
33466191,0,,,0,1
11082939,1,1,0.61,0,10
79737319,0,,,0,1
3967420,0,,,0,2
137377741,0,1,1,0,1
69062556,0,,,0,1
76711326,0,1,1,0,1
45040520,0,,,0,1
38362212,0,,,0,3
23820061,0,,,0,3
23981941,3,0,,0,1
84707009,0,,,0,2
271336936,0,1,1,1,1
122459448,0,,,0,3
20046741,0,,,0,2
7757970,1,1,0.95,1,1
5925741,2,0.5,0.25,0,2
483358768,0,1,0.97,1,1
98519304,0,1,1,1,1
6547139,0,,,0,1
123512417,0,,,0,1
89589951,0,,1,0,2
121351897,0,,,0,3
482409275,0,0.9,0.9,0,3
126796578,0,1,1,1,1
45023906,0,,,0,2
441039327,2,1,0.91,0,1
103917809,0,,,0,1
13241776,1,1,0.83,1,1
44405761,0,,,0,4
5060083,0,,,0,3
249399157,0,1,0.97,0,1
106240428,0,,,0,1
106088402,0,,,0,1
3114332,0,,,0,3
271667294,0,1,1,0,2
82737748,0,,,0,1
34004244,0,1,0.94,1,4
111845889,0,,,0,1
94078217,0,1,1,1,1
11396604,0,1,1,1,7
13047111,0,,,0,1
6136317,0,,0,0,1
89568214,0,,,0,3
24563544,0,,,0,1
391115170,3,0,,0,4
